epoch,loss,lr,mae,val_loss,val_mae
60,0.0481516532599926,6.1035155e-09,0.0481516532599926,0.08306189626455307,0.08306189626455307
61,0.04819268733263016,6.1035155e-09,0.04819268733263016,0.08306310325860977,0.08306310325860977
62,0.04818026348948479,6.1035155e-09,0.04818026348948479,0.08306171745061874,0.08306171745061874
63,0.04815773293375969,1.5258789e-09,0.04815773293375969,0.08306180685758591,0.08306180685758591
64,0.048343949019908905,1.5258789e-09,0.048343949019908905,0.0830610916018486,0.0830610916018486
65,0.048092879354953766,1.5258789e-09,0.048092879354953766,0.08306168019771576,0.08306168019771576
66,0.048164840787649155,1.5258789e-09,0.048164840787649155,0.08306204527616501,0.08306204527616501
67,0.04817203804850578,1.5258789e-09,0.04817203804850578,0.08306194096803665,0.08306194096803665
68,0.048215512186288834,1e-09,0.048215512186288834,0.08306168019771576,0.08306168019771576
69,0.048359308391809464,1e-09,0.048359308391809464,0.08306199312210083,0.08306199312210083
70,0.04806109145283699,1e-09,0.04806109145283699,0.0830615907907486,0.0830615907907486
71,0.04811641201376915,1e-09,0.04811641201376915,0.08306213468313217,0.08306213468313217
72,0.04819323867559433,1e-09,0.04819323867559433,0.08306148648262024,0.08306148648262024
73,0.04824194684624672,1e-09,0.04824194684624672,0.08306172490119934,0.08306172490119934
74,0.04830792546272278,1e-09,0.04830792546272278,0.08306139707565308,0.08306139707565308
75,0.048106979578733444,1e-09,0.048106979578733444,0.0830610990524292,0.0830610990524292
76,0.048101622611284256,1e-09,0.048101622611284256,0.08306144177913666,0.08306144177913666
77,0.04820064455270767,1e-09,0.04820064455270767,0.08306094259023666,0.08306094259023666
78,0.048229556530714035,1e-09,0.048229556530714035,0.08306150883436203,0.08306150883436203
79,0.04831385985016823,1e-09,0.04831385985016823,0.08306139707565308,0.08306139707565308
80,0.04816180840134621,1e-09,0.04816180840134621,0.08306191116571426,0.08306191116571426
81,0.048088137060403824,1e-09,0.048088137060403824,0.08306171000003815,0.08306171000003815
82,0.04813113063573837,1e-09,0.04813113063573837,0.08306145668029785,0.08306145668029785
83,0.048264145851135254,1e-09,0.048264145851135254,0.08306154608726501,0.08306154608726501
84,0.04828371852636337,1e-09,0.04828371852636337,0.08306102454662323,0.08306102454662323
85,0.04818490147590637,1e-09,0.04818490147590637,0.08306147158145905,0.08306147158145905
86,0.04806763678789139,1e-09,0.04806763678789139,0.08306142687797546,0.08306142687797546
87,0.04813958331942558,1e-09,0.04813958331942558,0.08306100219488144,0.08306100219488144
88,0.048263709992170334,1e-09,0.048263709992170334,0.08306166529655457,0.08306166529655457
89,0.04828542843461037,1e-09,0.04828542843461037,0.0830613449215889,0.0830613449215889
90,0.04816174507141113,1e-09,0.04816174507141113,0.08306106179952621,0.08306106179952621
91,0.048116911202669144,1e-09,0.048116911202669144,0.08306143432855606,0.08306143432855606
92,0.048165109008550644,1e-09,0.048165109008550644,0.08306176960468292,0.08306176960468292
93,0.04821047931909561,1e-09,0.04821047931909561,0.08306156098842621,0.08306156098842621
94,0.048315390944480896,1e-09,0.048315390944480896,0.08306168764829636,0.08306168764829636
95,0.04811417683959007,1e-09,0.04811417683959007,0.0830615684390068,0.0830615684390068
96,0.04819176718592644,1e-09,0.04819176718592644,0.08306172490119934,0.08306172490119934
97,0.04813864827156067,1e-09,0.04813864827156067,0.08306194096803665,0.08306194096803665
98,0.04820011183619499,1e-09,0.04820011183619499,0.08306186646223068,0.08306186646223068
99,0.048311080783605576,1e-09,0.048311080783605576,0.08306188881397247,0.08306188881397247
